id_transaksi,jenis_item,jumlah,tanggal pembelian,nama_customer,total
133958,Novel Misteri,3,9/25/2015,Laura Skinner MD,225000
133958,Buku Biografi,6,9/25/2015,Laura Skinner MD,720000
133958,Aksesoris Buku,4,9/25/2015,Laura Skinner MD,320000
133959,Novel Romansa,2,9/25/2015,Nicholas Martinez,100000
133959,Majalah Berita,2,9/25/2015,Nicholas Martinez,80000
133959,Novel Misteri,6,9/25/2015,Nicholas Martinez,4680000
133959,Majalah Fashion,3,9/25/2015,Nicholas Martinez,225000
133960,Alat Tulis,3,11/25/2015,James Anderson,540000
133960,Buku Anak-Anak,4,11/25/2015,James Anderson,2400000
133960,Majalah Fashion,4,12/15/2015,James Anderson,1600000
133960,Majalah Seni,4,12/15/2015,James Anderson,960000
133960,Buku Biografi,9,12/15/2015,James Anderson,7290000
133960,Novel Romansa,6,12/15/2015,James Anderson,4680000
133960,Aksesoris Buku,5,12/15/2015,James Anderson,1250000
133961,Buku Sejarah,8,12/15/2015,Catherine Shaffer,3200000
133961,Majalah Seni,7,12/15/2015,Catherine Shaffer,5880000
133961,Buku Fiksi,9,12/15/2015,Catherine Shaffer,12150000
133961,Novel Misteri,1,12/15/2015,Catherine Shaffer,20000
133961,Aksesoris Buku,7,12/15/2015,Catherine Shaffer,2450000
133962,Alat Tulis,5,12/15/2015,Jennifer Morris,625000
133962,Buku Sejarah,1,12/15/2015,Jennifer Morris,20000
133962,Buku Anak-Anak,6,12/15/2015,Jennifer Morris,4320000
133962,Majalah Berita,2,12/15/2015,Jennifer Morris,80000
133962,Novel Misteri,2,12/15/2015,Jennifer Morris,80000
133962,Novel Romansa,1,12/15/2015,Jennifer Morris,120000
133963,Novel Romansa,1,12/15/2015,Margaret Bradshaw,50000
133963,Majalah Fashion,2,12/15/2015,Margaret Bradshaw,200000
133963,Majalah Berita,3,12/15/2015,Margaret Bradshaw,1080000
133963,Buku Sejarah,3,12/15/2015,Margaret Bradshaw,540000
133964,Buku Anak-Anak,6,12/15/2015,Brandon Howard,3240000
133964,Majalah Fashion,1,12/15/2015,Brandon Howard,110000
133964,Majalah Seni,7,12/15/2015,Brandon Howard,4410000
133964,Majalah Berita,3,12/15/2015,Brandon Howard,990000
133964,Novel Misteri,1,12/15/2015,Brandon Howard,130000
133964,Buku Biografi,6,12/15/2015,Brandon Howard,120000
133964,Aksesoris Buku,4,12/15/2015,Brandon Howard,320000
133965,Buku Sejarah,4,12/15/2015,Miguel Castro,1600000
133965,Majalah Fashion,1,12/15/2015,Miguel Castro,90000
133965,Majalah Seni,2,12/15/2015,Miguel Castro,80000
133965,Novel Romansa,1,12/15/2015,Miguel Castro,100000
133965,Aksesoris Buku,2,12/15/2015,Miguel Castro,200000
133966,Majalah Fashion,9,12/15/2015,Brian Rogers,7290000
133966,Majalah Seni,3,12/15/2015,Brian Rogers,60000
133966,Majalah Berita,1,12/15/2015,Brian Rogers,130000
133966,Buku Fiksi,2,12/15/2015,Brian Rogers,240000
133966,Buku Biografi,8,12/15/2015,Brian Rogers,9600000
133966,Novel Romansa,9,12/15/2015,Brian Rogers,9720000
133966,Aksesoris Buku,3,12/15/2015,Brian Rogers,225000
133967,Alat Tulis,1,12/15/2015,Connie Yang,120000
133967,Buku Anak-Anak,8,12/15/2015,Connie Yang,8320000
133967,Novel Fiksi Ilmiah,8,12/15/2015,Connie Yang,9600000
133967,Buku Fiksi,8,12/15/2015,Connie Yang,7040000
133967,Novel Misteri,5,12/15/2015,Connie Yang,3250000
133967,Buku Biografi,2,12/15/2015,Connie Yang,80000
133968,Buku Sejarah,9,12/15/2015,Tara Lopez,7290000
133968,Alat Tulis,7,12/15/2015,Tara Lopez,4900000
133968,Majalah Fashion,2,12/15/2015,Tara Lopez,480000
133968,Majalah Berita,3,2/16/2016,Tara Lopez,450000
133968,Novel Fiksi Ilmiah,3,2/16/2016,Tara Lopez,810000
133968,Buku Fiksi,5,2/16/2016,Tara Lopez,1250000
133968,Buku Biografi,4,2/16/2016,Tara Lopez,1920000
133968,Aksesoris Buku,8,2/16/2016,Tara Lopez,8320000
133969,Majalah Seni,3,2/16/2016,John Turner,990000
133969,Alat Tulis,1,2/16/2016,John Turner,25000
133969,Buku Biografi,4,2/16/2016,John Turner,80000
133969,Majalah Fashion,8,2/16/2016,John Turner,3840000
133970,Buku Sejarah,5,2/16/2016,Elizabeth Lee,1250000
133970,Alat Tulis,1,2/16/2016,Elizabeth Lee,20000
133970,Majalah Fashion,2,2/16/2016,Elizabeth Lee,400000
133970,Majalah Seni,9,2/16/2016,Elizabeth Lee,10530000
133970,Majalah Berita,5,2/16/2016,Elizabeth Lee,625000
133970,Buku Fiksi,1,2/16/2016,Elizabeth Lee,25000
133971,Majalah Fashion,4,2/16/2016,Kirsten Cox,1920000
133971,Majalah Seni,5,2/16/2016,Kirsten Cox,500000
133971,Majalah Berita,5,2/16/2016,Kirsten Cox,3750000
133971,Novel Fiksi Ilmiah,5,2/16/2016,Kirsten Cox,1250000
133971,Novel Misteri,9,2/16/2016,Kirsten Cox,9720000
133971,Buku Biografi,9,2/16/2016,Kirsten Cox,1620000
133972,Alat Tulis,7,2/16/2016,Summer Hill,5880000
133972,Buku Anak-Anak,7,2/16/2016,Summer Hill,980000
133972,Buku Fiksi,9,2/16/2016,Summer Hill,10530000
133972,Novel Romansa,4,2/16/2016,Summer Hill,1600000
133972,Aksesoris Buku,6,2/16/2016,Summer Hill,3960000
133973,Alat Tulis,4,2/16/2016,Andrew Arnold,80000
133973,Buku Anak-Anak,2,2/16/2016,Andrew Arnold,440000
133973,Majalah Seni,2,2/16/2016,Andrew Arnold,80000
133973,Novel Fiksi Ilmiah,7,2/16/2016,Andrew Arnold,6370000
133973,Novel Misteri,4,2/16/2016,Andrew Arnold,800000
133973,Buku Biografi,2,2/16/2016,Andrew Arnold,40000
133973,Aksesoris Buku,5,2/16/2016,Andrew Arnold,3750000
133974,Buku Sejarah,5,2/16/2016,Maria Benson,625000
133974,Buku Anak-Anak,4,2/16/2016,Maria Benson,2080000
133974,Novel Fiksi Ilmiah,1,2/16/2016,Maria Benson,90000
133974,Novel Romansa,8,2/16/2016,Maria Benson,9600000
133974,Aksesoris Buku,8,2/16/2016,Maria Benson,8320000
133975,Majalah Fashion,1,2/16/2016,Robert Weaver,120000
133975,Majalah Seni,2,2/16/2016,Robert Weaver,40000
133975,Novel Fiksi Ilmiah,1,2/16/2016,Robert Weaver,130000
133975,Buku Fiksi,1,2/16/2016,Robert Weaver,100000
133975,Novel Misteri,3,2/16/2016,Robert Weaver,1170000
133975,Buku Biografi,9,2/16/2016,Robert Weaver,9720000
133975,Novel Romansa,9,2/16/2016,Robert Weaver,1620000
133976,Buku Anak-Anak,6,2/16/2016,Gregory Pope,4320000
133976,Majalah Seni,4,2/16/2016,Gregory Pope,80000
133976,Novel Misteri,2,2/16/2016,Gregory Pope,520000
133976,Buku Biografi,8,2/16/2016,Gregory Pope,5760000
133976,Novel Romansa,5,2/16/2016,Gregory Pope,500000
133976,Aksesoris Buku,4,2/16/2016,Gregory Pope,960000
133977,Alat Tulis,4,2/16/2016,Catherine Wallace,1600000
133977,Buku Anak-Anak,7,2/16/2016,Catherine Wallace,5880000
133977,Majalah Fashion,7,2/16/2016,Catherine Wallace,980000
133977,Majalah Berita,9,2/16/2016,Catherine Wallace,8100000
133977,Buku Fiksi,2,2/16/2016,Catherine Wallace,200000
133977,Aksesoris Buku,3,2/16/2016,Catherine Wallace,180000
133978,Alat Tulis,8,2/16/2016,Nancy Gomez,3840000
133978,Buku Anak-Anak,8,5/21/2016,Nancy Gomez,1280000
133978,Majalah Fashion,7,5/21/2016,Nancy Gomez,980000
133978,Majalah Berita,8,5/21/2016,Nancy Gomez,3840000
133978,Buku Fiksi,9,5/21/2016,Nancy Gomez,8100000
133978,Buku Biografi,6,5/21/2016,Nancy Gomez,3960000
133978,Novel Misteri,6,5/21/2016,Nancy Gomez,3600000
133978,Aksesoris Buku,8,5/21/2016,Nancy Gomez,7040000
133979,Alat Tulis,4,5/21/2016,Kelly Munoz,2400000
133979,Buku Sejarah,3,5/21/2016,Kelly Munoz,180000
133979,Majalah Seni,1,5/21/2016,Kelly Munoz,120000
133979,Novel Fiksi Ilmiah,6,5/21/2016,Kelly Munoz,900000
133979,Buku Biografi,5,5/21/2016,Kelly Munoz,1250000
133979,Novel Romansa,8,5/21/2016,Kelly Munoz,7680000
133979,Aksesoris Buku,9,5/21/2016,Kelly Munoz,12150000
133980,Majalah Fashion,3,5/21/2016,Matthew Pratt,225000
133980,Majalah Berita,2,5/21/2016,Matthew Pratt,480000
133980,Novel Fiksi Ilmiah,8,5/21/2016,Matthew Pratt,1280000
133980,Novel Misteri,6,5/21/2016,Matthew Pratt,1800000
133980,Buku Biografi,9,5/21/2016,Matthew Pratt,8100000
133980,Novel Romansa,7,5/21/2016,Matthew Pratt,6370000
133981,Alat Tulis,1,5/21/2016,Renee Ruiz,120000
133981,Majalah Fashion,3,5/21/2016,Renee Ruiz,60000
133981,Majalah Seni,1,5/21/2016,Renee Ruiz,25000
133981,Novel Fiksi Ilmiah,2,5/21/2016,Renee Ruiz,480000
133981,Buku Fiksi,7,5/21/2016,Renee Ruiz,2450000
133981,Novel Misteri,4,5/21/2016,Renee Ruiz,960000
133982,Buku Sejarah,9,5/21/2016,Sabrina Hebert,4050000
133982,Majalah Fashion,7,5/21/2016,Sabrina Hebert,4410000
133982,Majalah Seni,3,5/21/2016,Sabrina Hebert,225000
133982,Buku Fiksi,8,5/21/2016,Sabrina Hebert,160000
133982,Buku Biografi,7,5/21/2016,Sabrina Hebert,4410000
133983,Buku Fiksi,8,5/21/2016,Benjamin Romero,8320000
133983,Majalah Berita,9,5/21/2016,Benjamin Romero,7290000
133983,Buku Biografi,2,5/21/2016,Benjamin Romero,440000
133983,Majalah Fashion,6,5/21/2016,Benjamin Romero,3600000
133984,Alat Tulis,7,5/21/2016,Jacqueline Cabrera,4900000
133984,Buku Anak-Anak,8,5/21/2016,Jacqueline Cabrera,3200000
133984,Majalah Fashion,2,5/21/2016,Jacqueline Cabrera,520000
133984,Majalah Berita,3,5/21/2016,Jacqueline Cabrera,810000
133984,Novel Fiksi Ilmiah,9,5/21/2016,Jacqueline Cabrera,2025000
133984,Buku Biografi,6,5/21/2016,Jacqueline Cabrera,1800000
133984,Novel Romansa,8,5/21/2016,Jacqueline Cabrera,6400000
133985,Alat Tulis,3,5/21/2016,Alyssa Mason,900000
133985,Buku Sejarah,9,5/21/2016,Alyssa Mason,2025000
133985,Buku Anak-Anak,6,5/21/2016,Alyssa Mason,4320000
133985,Majalah Seni,7,5/21/2016,Alyssa Mason,980000
133985,Novel Misteri,8,5/21/2016,Alyssa Mason,1280000
133985,Buku Biografi,8,5/21/2016,Alyssa Mason,8320000
133985,Novel Romansa,9,5/21/2016,Alyssa Mason,8910000
133985,Aksesoris Buku,1,5/21/2016,Alyssa Mason,90000
133986,Alat Tulis,9,5/21/2016,Kathleen Jensen,1620000
133986,Buku Sejarah,9,5/21/2016,Kathleen Jensen,1620000
133986,Majalah Fashion,6,5/21/2016,Kathleen Jensen,4320000
133986,Majalah Seni,3,5/21/2016,Kathleen Jensen,225000
133986,Novel Misteri,1,5/21/2016,Kathleen Jensen,25000
133987,Majalah Fashion,9,5/21/2016,Eric Lopez,9720000
133987,Novel Fiksi Ilmiah,4,5/21/2016,Eric Lopez,960000
133987,Buku Fiksi,6,5/21/2016,Eric Lopez,120000
133987,Novel Misteri,5,5/21/2016,Eric Lopez,1250000
133987,Buku Biografi,7,5/21/2016,Eric Lopez,2450000
133988,Alat Tulis,7,5/21/2016,Dylan Weiss,140000
133988,Buku Anak-Anak,1,5/21/2016,Dylan Weiss,130000
133988,Majalah Fashion,4,5/21/2016,Dylan Weiss,320000
133988,Buku Fiksi,7,5/21/2016,Dylan Weiss,140000
133988,Novel Misteri,9,5/21/2016,Dylan Weiss,4050000
133988,Buku Biografi,7,5/21/2016,Dylan Weiss,5390000
133988,Novel Romansa,5,5/21/2016,Dylan Weiss,625000
133988,Aksesoris Buku,2,5/21/2016,Dylan Weiss,480000
133989,Alat Tulis,4,5/21/2016,Lauren Miller,1440000
133989,Buku Sejarah,4,5/21/2016,Lauren Miller,1760000
133989,Majalah Seni,5,5/21/2016,Lauren Miller,3750000
133989,Majalah Berita,4,5/21/2016,Lauren Miller,1600000
133989,Novel Romansa,5,5/21/2016,Lauren Miller,3750000
133989,Aksesoris Buku,6,5/21/2016,Lauren Miller,3960000
133990,Alat Tulis,6,5/21/2016,Sharon Johnson,720000
133990,Majalah Fashion,7,5/21/2016,Sharon Johnson,5880000
133990,Novel Fiksi Ilmiah,1,5/21/2016,Sharon Johnson,20000
133990,Buku Fiksi,3,5/21/2016,Sharon Johnson,990000
133990,Novel Romansa,8,5/21/2016,Sharon Johnson,1280000
133991,Alat Tulis,7,5/21/2016,Tyler Roberts,980000
133991,Buku Anak-Anak,7,5/21/2016,Tyler Roberts,4410000
133991,Aksesoris Buku,2,8/8/2016,Tyler Roberts,240000
133991,Buku Sejarah,8,8/18/2016,Tyler Roberts,8320000
133992,Buku Sejarah,1,8/18/2016,Denise Davies,110000
133992,Alat Tulis,4,8/18/2016,Denise Davies,1440000
133992,Buku Anak-Anak,2,8/18/2016,Denise Davies,600000
133992,Majalah Berita,1,8/18/2016,Denise Davies,150000
133992,Buku Fiksi,8,8/18/2016,Denise Davies,8320000
133992,Novel Misteri,7,8/18/2016,Denise Davies,980000
133992,Novel Romansa,2,8/18/2016,Denise Davies,240000
133992,Aksesoris Buku,5,8/18/2016,Denise Davies,2250000
133993,Alat Tulis,8,8/18/2016,Brandon Reed,160000
133993,Buku Anak-Anak,7,8/18/2016,Brandon Reed,2450000
133993,Majalah Berita,8,8/18/2016,Brandon Reed,1280000
133993,Novel Fiksi Ilmiah,7,8/18/2016,Brandon Reed,140000
133993,Buku Fiksi,8,8/18/2016,Brandon Reed,8320000
133993,Aksesoris Buku,5,8/18/2016,Brandon Reed,500000
133994,Buku Anak-Anak,2,8/18/2016,Angela Martin,100000
133994,Majalah Seni,1,8/18/2016,Angela Martin,100000
133994,Majalah Berita,2,8/18/2016,Angela Martin,100000
133994,Novel Fiksi Ilmiah,7,8/18/2016,Angela Martin,7350000
133994,Novel Misteri,2,8/18/2016,Angela Martin,80000
133994,Buku Biografi,1,8/18/2016,Angela Martin,20000
133994,Aksesoris Buku,7,8/18/2016,Angela Martin,6370000
133995,Alat Tulis,9,8/18/2016,Haley Garcia,180000
133995,Buku Sejarah,5,8/18/2016,Haley Garcia,500000
133995,Buku Anak-Anak,7,8/18/2016,Haley Garcia,2940000
133995,Majalah Seni,3,8/18/2016,Haley Garcia,900000
133995,Majalah Berita,9,8/18/2016,Haley Garcia,1620000
133995,Novel Fiksi Ilmiah,7,8/18/2016,Haley Garcia,5880000
133995,Buku Fiksi,9,8/18/2016,Haley Garcia,4860000
133995,Aksesoris Buku,7,8/18/2016,Haley Garcia,4410000
133996,Alat Tulis,4,8/18/2016,Hailey Hutchinson,800000
133996,Buku Sejarah,9,8/18/2016,Hailey Hutchinson,12150000
133996,Buku Anak-Anak,9,8/18/2016,Hailey Hutchinson,10530000
133996,Majalah Berita,3,8/18/2016,Hailey Hutchinson,900000
133996,Buku Fiksi,7,8/18/2016,Hailey Hutchinson,4900000
133996,Novel Misteri,5,8/18/2016,Hailey Hutchinson,500000
133996,Buku Biografi,7,8/18/2016,Hailey Hutchinson,2450000
133997,Buku Sejarah,7,8/18/2016,Jeffrey Chung,6370000
133997,Alat Tulis,4,8/18/2016,Jeffrey Chung,320000
133997,Buku Anak-Anak,7,8/18/2016,Jeffrey Chung,5390000
133997,Majalah Berita,5,8/18/2016,Jeffrey Chung,3750000
133997,Novel Misteri,3,8/18/2016,Jeffrey Chung,1080000
133997,Aksesoris Buku,9,8/18/2016,Jeffrey Chung,4050000
133998,Buku Sejarah,2,8/18/2016,Bradley Daniels,240000
133998,Novel Fiksi Ilmiah,2,8/18/2016,Bradley Daniels,600000
133998,Buku Fiksi,1,8/18/2016,Bradley Daniels,150000
133998,Buku Biografi,8,8/18/2016,Bradley Daniels,8320000
133998,Novel Romansa,4,8/18/2016,Bradley Daniels,800000
133998,Aksesoris Buku,8,8/18/2016,Bradley Daniels,160000
133999,Buku Sejarah,9,8/18/2016,Kathy Oneal,9720000
133999,Majalah Fashion,7,8/18/2016,Kathy Oneal,4410000
133999,Majalah Berita,9,8/18/2016,Kathy Oneal,180000
133999,Novel Fiksi Ilmiah,4,8/18/2016,Kathy Oneal,1760000
133999,Novel Misteri,9,8/18/2016,Kathy Oneal,9720000
133999,Aksesoris Buku,5,8/18/2016,Kathy Oneal,3250000
134000,Alat Tulis,3,8/18/2016,Laura Carr,1170000
134000,Majalah Seni,1,8/18/2016,Laura Carr,130000
134000,Majalah Berita,5,8/18/2016,Laura Carr,2500000
134000,Novel Fiksi Ilmiah,4,8/18/2016,Laura Carr,1920000
134000,Novel Misteri,5,10/17/2016,Laura Carr,500000
134001,Buku Sejarah,4,10/17/2016,Tasha Jensen,1600000
134001,Majalah Seni,4,10/17/2016,Tasha Jensen,80000
134001,Majalah Berita,2,10/17/2016,Tasha Jensen,600000
134001,Novel Misteri,5,10/17/2016,Tasha Jensen,1250000
134001,Novel Romansa,5,10/17/2016,Tasha Jensen,100000
134001,Aksesoris Buku,6,12/28/2016,Tasha Jensen,4680000
134002,Alat Tulis,1,12/28/2016,Carl Parker,90000
134002,Buku Anak-Anak,3,12/28/2016,Carl Parker,1350000
134002,Novel Misteri,6,12/28/2016,Carl Parker,1800000
134002,Buku Biografi,3,12/28/2016,Carl Parker,990000
134002,Novel Romansa,5,12/28/2016,Carl Parker,500000
134002,Aksesoris Buku,9,12/28/2016,Carl Parker,1620000
134003,Buku Sejarah,6,12/28/2016,Grace Johnson,2160000
134003,Alat Tulis,6,12/28/2016,Grace Johnson,720000
134003,Majalah Fashion,8,12/28/2016,Grace Johnson,8320000
134003,Majalah Seni,2,12/28/2016,Grace Johnson,80000
134003,Majalah Berita,2,12/28/2016,Grace Johnson,520000
134003,Buku Fiksi,6,12/28/2016,Grace Johnson,3960000
134003,Novel Misteri,7,12/28/2016,Grace Johnson,6370000
134004,Alat Tulis,5,1/20/2017,Renee Hood,2500000
134004,Buku Anak-Anak,5,1/20/2017,Renee Hood,3250000
134004,Majalah Seni,9,1/20/2017,Renee Hood,9720000
134004,Novel Fiksi Ilmiah,7,1/20/2017,Renee Hood,2940000
134004,Buku Fiksi,5,1/20/2017,Renee Hood,500000
134004,Buku Biografi,3,1/20/2017,Renee Hood,990000
134004,Novel Misteri,5,1/20/2017,Renee Hood,3000000
134004,Novel Romansa,1,1/20/2017,Renee Hood,110000
134005,Alat Tulis,5,1/20/2017,James Roy,3750000
134005,Majalah Seni,6,3/13/2017,James Roy,3240000
134005,Majalah Berita,7,3/13/2017,James Roy,1225000
134005,Novel Fiksi Ilmiah,7,3/13/2017,James Roy,6370000
134005,Buku Fiksi,7,3/13/2017,James Roy,7350000
134005,Buku Biografi,9,3/13/2017,James Roy,2025000
134005,Aksesoris Buku,3,3/13/2017,James Roy,450000
134006,Alat Tulis,1,3/13/2017,Morgan Lee,120000
134006,Buku Sejarah,5,3/13/2017,Morgan Lee,3750000
134006,Majalah Seni,5,3/13/2017,Morgan Lee,3250000
134006,Majalah Berita,3,3/13/2017,Morgan Lee,180000
134006,Buku Fiksi,7,3/13/2017,Morgan Lee,6370000
134006,Buku Biografi,5,3/13/2017,Morgan Lee,100000
134006,Novel Romansa,3,3/13/2017,Morgan Lee,900000
134007,Buku Sejarah,5,3/13/2017,Lori Glass,100000
134007,Majalah Fashion,8,3/13/2017,Lori Glass,8320000
134007,Majalah Seni,9,3/13/2017,Lori Glass,7290000
134007,Majalah Berita,6,3/13/2017,Lori Glass,900000
134007,Novel Fiksi Ilmiah,4,4/5/2017,Lori Glass,1440000
134007,Buku Fiksi,4,4/5/2017,Lori Glass,1440000
134007,Novel Misteri,4,4/5/2017,Lori Glass,1920000
134007,Aksesoris Buku,7,4/5/2017,Lori Glass,4900000
134008,Novel Fiksi Ilmiah,7,4/5/2017,Zachary Morrison,2940000
134008,Majalah Seni,2,4/5/2017,Zachary Morrison,40000
134008,Novel Misteri,5,4/19/2017,Zachary Morrison,2500000
134008,Majalah Fashion,2,4/19/2017,Zachary Morrison,80000
134009,Alat Tulis,4,4/19/2017,Paige Dixon,1600000
134009,Buku Anak-Anak,9,4/19/2017,Paige Dixon,9720000
134009,Novel Misteri,4,4/19/2017,Paige Dixon,2400000
134009,Buku Biografi,4,4/19/2017,Paige Dixon,2400000
134009,Novel Romansa,5,4/19/2017,Paige Dixon,100000
134010,Alat Tulis,4,4/19/2017,David Villarreal,1920000
134010,Buku Anak-Anak,6,4/19/2017,David Villarreal,5400000
134010,Majalah Fashion,1,4/19/2017,David Villarreal,20000
134010,Novel Fiksi Ilmiah,7,4/19/2017,David Villarreal,2450000
134010,Buku Fiksi,1,4/19/2017,David Villarreal,20000
134010,Buku Biografi,1,4/19/2017,David Villarreal,100000
134010,Novel Romansa,1,4/19/2017,David Villarreal,50000
134010,Aksesoris Buku,6,4/19/2017,David Villarreal,3240000
134011,Alat Tulis,1,4/19/2017,Kenneth Ortiz,25000
134011,Buku Anak-Anak,7,4/19/2017,Kenneth Ortiz,4900000
134011,Majalah Fashion,9,4/19/2017,Kenneth Ortiz,7290000
134011,Buku Fiksi,4,4/19/2017,Kenneth Ortiz,320000
134011,Novel Misteri,9,4/19/2017,Kenneth Ortiz,1620000
134011,Buku Biografi,8,4/19/2017,Kenneth Ortiz,7680000
134011,Aksesoris Buku,7,4/19/2017,Kenneth Ortiz,1225000
134012,Buku Sejarah,5,4/19/2017,Barbara Baker,2500000
134012,Alat Tulis,6,4/19/2017,Barbara Baker,4320000
134012,Majalah Seni,9,4/19/2017,Barbara Baker,180000
134012,Majalah Berita,3,4/19/2017,Barbara Baker,1350000
134012,Buku Biografi,9,4/19/2017,Barbara Baker,7290000
134012,Novel Romansa,7,4/19/2017,Barbara Baker,4900000
134013,Novel Romansa,5,4/19/2017,Angel Ward,3250000
134013,Majalah Seni,2,4/19/2017,Angel Ward,200000
134013,Buku Sejarah,2,4/19/2017,Angel Ward,40000
134013,Buku Fiksi,5,4/19/2017,Angel Ward,1500000
134014,Buku Sejarah,7,7/26/2017,Tina Spencer,5390000
134014,Majalah Fashion,7,7/26/2017,Tina Spencer,1225000
134014,Majalah Seni,9,7/26/2017,Tina Spencer,1620000
134014,Majalah Berita,4,7/26/2017,Tina Spencer,400000
134014,Buku Fiksi,5,7/26/2017,Tina Spencer,1500000
134014,Buku Biografi,8,7/26/2017,Tina Spencer,5760000
134014,Novel Misteri,5,7/26/2017,Tina Spencer,2750000
134014,Novel Romansa,2,7/26/2017,Tina Spencer,40000
134015,Novel Romansa,1,7/26/2017,Elizabeth Mahoney,25000
134015,Majalah Berita,5,7/26/2017,Elizabeth Mahoney,3750000
134015,Novel Misteri,6,7/26/2017,Elizabeth Mahoney,3600000
134015,Buku Sejarah,5,7/26/2017,Elizabeth Mahoney,625000
134016,Majalah Seni,6,7/26/2017,Kimberly Harris,5400000
134016,Majalah Berita,9,7/26/2017,Kimberly Harris,8910000
134016,Novel Fiksi Ilmiah,7,10/18/2017,Kimberly Harris,5880000
134016,Buku Fiksi,7,1/16/2018,Kimberly Harris,980000
134016,Buku Biografi,9,1/16/2018,Kimberly Harris,2025000
134016,Novel Misteri,2,1/16/2018,Kimberly Harris,600000
134017,Alat Tulis,7,1/16/2018,Rachel Haas,2940000
134017,Buku Anak-Anak,8,1/16/2018,Rachel Haas,5760000
134017,Majalah Fashion,9,1/16/2018,Rachel Haas,1620000
134017,Majalah Seni,2,1/16/2018,Rachel Haas,200000
134017,Majalah Berita,4,1/16/2018,Rachel Haas,80000
134017,Novel Fiksi Ilmiah,3,1/16/2018,Rachel Haas,540000
134017,Buku Biografi,2,1/16/2018,Rachel Haas,80000
134017,Aksesoris Buku,1,1/16/2018,Rachel Haas,120000
134018,Novel Romansa,2,1/16/2018,Tracey Hernandez,360000
134018,Buku Fiksi,7,1/16/2018,Tracey Hernandez,5880000
134018,Alat Tulis,7,1/16/2018,Tracey Hernandez,2450000
134018,Aksesoris Buku,3,1/16/2018,Tracey Hernandez,180000
134019,Alat Tulis,7,1/16/2018,Madeline Hall,1225000
134019,Buku Sejarah,1,1/16/2018,Madeline Hall,20000
134019,Buku Anak-Anak,3,1/16/2018,Madeline Hall,60000
134019,Majalah Berita,6,1/16/2018,Madeline Hall,120000
134019,Novel Misteri,7,1/16/2018,Madeline Hall,6370000
134019,Buku Biografi,9,1/16/2018,Madeline Hall,2025000
134019,Novel Romansa,2,1/16/2018,Madeline Hall,80000
134020,Buku Anak-Anak,5,1/16/2018,Kayla Bailey,3750000
134020,Majalah Fashion,2,1/16/2018,Kayla Bailey,240000
134020,Novel Fiksi Ilmiah,4,1/16/2018,Kayla Bailey,1920000
134020,Buku Biografi,7,1/16/2018,Kayla Bailey,1225000
134020,Aksesoris Buku,1,1/16/2018,Kayla Bailey,130000
134021,Alat Tulis,2,1/16/2018,Derek Anderson,440000
134021,Buku Sejarah,6,1/16/2018,Derek Anderson,3600000
134021,Majalah Fashion,4,1/16/2018,Derek Anderson,1600000
134021,Majalah Seni,7,1/16/2018,Derek Anderson,980000
134021,Novel Misteri,9,1/16/2018,Derek Anderson,1620000
134021,Aksesoris Buku,2,1/16/2018,Derek Anderson,40000
134022,Buku Sejarah,8,1/16/2018,Michael Stephens,1280000
134022,Alat Tulis,1,1/16/2018,Michael Stephens,90000
134022,Buku Anak-Anak,6,1/16/2018,Michael Stephens,5400000
134022,Majalah Seni,4,1/16/2018,Michael Stephens,2400000
134022,Novel Misteri,3,1/16/2018,Michael Stephens,1170000
134022,Buku Biografi,3,1/16/2018,Michael Stephens,225000
134022,Novel Romansa,4,1/16/2018,Michael Stephens,2400000
134023,Alat Tulis,8,1/16/2018,Michael Flores,5760000
134023,Buku Anak-Anak,9,1/16/2018,Michael Flores,8910000
134023,Majalah Seni,2,1/16/2018,Michael Flores,400000
134023,Novel Romansa,9,1/16/2018,Michael Flores,1620000
134023,Aksesoris Buku,8,1/16/2018,Michael Flores,1280000
134024,Majalah Berita,3,1/16/2018,David Watkins,540000
134024,Buku Sejarah,1,1/16/2018,David Watkins,20000
134024,Buku Biografi,7,1/16/2018,David Watkins,2450000
134024,Novel Fiksi Ilmiah,8,1/16/2018,David Watkins,5760000
134025,Alat Tulis,5,1/16/2018,Richard Harrison,1250000
134025,Buku Sejarah,9,1/16/2018,Richard Harrison,1620000
134025,Majalah Berita,8,1/16/2018,Richard Harrison,9600000
134025,Novel Fiksi Ilmiah,1,1/16/2018,Richard Harrison,25000
134025,Buku Fiksi,5,1/16/2018,Richard Harrison,1500000
134025,Novel Misteri,8,1/16/2018,Richard Harrison,1600000
134025,Novel Romansa,9,1/16/2018,Richard Harrison,4860000
134026,Alat Tulis,7,1/16/2018,Matthew Kelley,5880000
134026,Buku Anak-Anak,3,1/16/2018,Matthew Kelley,1080000
134026,Majalah Fashion,1,1/16/2018,Matthew Kelley,20000
134026,Novel Misteri,5,1/16/2018,Matthew Kelley,3000000
134026,Buku Biografi,3,1/16/2018,Matthew Kelley,180000
134027,Buku Sejarah,9,1/16/2018,Christy Parrish,8910000
134027,Alat Tulis,9,1/16/2018,Christy Parrish,8910000
134027,Buku Anak-Anak,9,1/16/2018,Christy Parrish,9720000
134027,Majalah Fashion,4,1/16/2018,Christy Parrish,960000
134027,Majalah Seni,4,1/16/2018,Christy Parrish,1440000
134027,Majalah Berita,5,1/16/2018,Christy Parrish,500000
